wtj,M_L,D_L,D_S,tE,thetaE,piE,piEN,piEE,mu_rel,muSl,muSb,i_L,iS,iL,fREM
0.4441737,0.5257459,7499,7923,8.571805,0.1748333,0.04083343,0.03938066,-0.01079504,7.449758,-11.143,-4.50331,99.0,8,8,0
0.4151556,0.8094477,7185,7912,23.23841,0.2904817,0.04406539,-0.00556826,0.04371216,4.56565,-3.54727,3.68992,99.0,8,2,0
0.4366578,0.03631826,7924,7986,0.6424238,0.01702478,0.05756043,0.0564655,0.01117369,9.679437,-13.4757,-3.15601,99.0,8,1,0
0.14145,0.6055327,5218,7174,42.47103,0.5076328,0.1029389,0.003133213,0.1028912,4.365632,-3.8313,1.64239,99.0,8,6,0
0.4169149,0.6580321,7110,7966,26.11423,0.2844893,0.05308677,-0.04792427,0.02283571,3.979045,-8.91741,-0.991508,99.0,8,8,0
0.0115905,0.02869262,773,1428,7.823307,0.3721833,1.592774,0.9534639,-1.275867,17.37628,1.51307,-4.11213,99.0,5,6,0
0.3790251,0.08415228,7591,7917,5.255827,0.06094973,0.08893515,0.08323722,-0.03132133,4.235658,-6.92606,-2.9321,99.0,8,8,0
0.4366578,0.2671048,7414,7980,9.434407,0.1443208,0.06634599,0.0620075,0.0235979,5.587331,-9.03993,0.850737,99.0,8,8,0
0.1277489,0.199086,4607,7018,22.33331,0.3476623,0.2144295,0.2075743,0.05378608,5.685841,-8.07353,-1.28906,99.0,8,3,0
0.397631,0.2402767,7654,7927,4.225877,0.09387203,0.04797247,0.02748009,0.03932178,8.113525,-14.2368,3.87019,99.0,8,8,0
0.1768474,0.1841795,7186,7413,2.314194,0.07997995,0.05332211,0.04292442,0.0316345,12.62326,-11.2867,0.22042,99.0,8,4,0
0.3444618,0.1026095,7110,7866,15.27467,0.1062967,0.1272037,-0.0576741,0.1133775,2.54178,-4.72791,2.62206,99.0,8,8,0
0.2870871,0.04982257,6786,7759,5.424181,0.08657745,0.2133763,0.2128547,-0.01491149,5.829896,-5.18677,-1.16305,99.0,8,8,0
0.1500457,0.5577218,1979,7229,61.85085,1.291181,0.284274,-0.1277953,-0.2539292,7.624857,-0.0122538,-2.55636,99.0,8,6,0
0.1471529,0.3874565,3377,6678,22.6091,0.6795684,0.2153663,0.1315291,0.1705366,10.97843,-8.89754,3.51186,99.0,8,2,0
0.3286485,1.084312,7373,7841,33.07267,0.2672955,0.03026948,-0.004089696,0.02999193,2.951975,-3.69426,3.61657,99.0,8,8,0
0.1130785,0.2327679,3989,6787,19.82591,0.4426804,0.2335258,0.23155,0.03031347,8.155439,-7.3541,-2.80491,99.0,8,2,0
0.2750706,0.04821737,3429,7732,6.820799,0.2524743,0.6429559,0.635369,-0.0984813,13.51986,-10.9828,-8.57614,99.0,8,4,0
0.2999919,0.5223639,7030,7783,18.12725,0.2419763,0.056881,0.02732415,-0.04988826,4.875635,-6.3817,-0.805357,99.0,8,8,0
0.407376,0.3026909,3411,7631,15.66456,0.6322553,0.2564843,0.2306704,0.1121399,14.74227,-15.0834,-0.472725,99.0,8,7,0
0.1144521,0.07080073,880,6813,21.5324,0.7551476,1.309669,-0.9175036,-0.9345698,12.80942,-2.19281,-2.7104,99.0,8,6,0
0.6680162,1.515254,6115,7704,35.93893,0.6452756,0.05229105,0.04886755,0.01860959,6.557984,-6.90386,-0.90055,99.0,8,1,0
0.6085545,0.6513353,5954,7998,33.83484,0.477051,0.0899348,0.06576443,0.06134581,5.149807,-5.52071,1.65945,99.0,8,4,0
0.1037438,0.00364276,6248,6581,0.6826129,0.01549246,0.5222246,0.4690669,0.2295534,8.289647,-8.244,0.498932,99.0,8,7,0
0.3138328,0.1668956,5001,7814,23.34279,0.3127961,0.2301357,0.2288789,-0.02401848,4.894392,-8.90058,-2.9832,99.0,8,5,0
0.3347512,0.6604959,6853,7830,26.40142,0.3130274,0.05819422,0.02091401,-0.05430628,4.330573,-7.49089,-1.17426,99.0,8,8,0
0.4169149,0.1727299,7743,7965,4.640498,0.07112741,0.05056348,0.05037526,0.00435881,5.598383,-6.16455,-3.49509,99.0,8,5,0
0.3444618,0.4116861,7674,7850,4.789492,0.09895057,0.02951343,-0.003404784,-0.02931638,7.546039,-3.05514,1.43379,99.0,8,8,0
0.2549074,0.5042508,5884,7626,29.7061,0.3991998,0.09721009,-0.08824499,0.04077529,4.908343,0.972751,-0.079904,99.0,8,6,0
0.1601935,0.03246282,6302,7301,4.503653,0.07576075,0.2865666,-0.2035707,-0.2016913,6.144261,3.62112,-1.44455,99.0,8,8,0
0.3790251,0.7247021,7832,7905,4.651291,0.08355237,0.01415686,0.007613685,-0.01193518,6.561082,-7.813,-5.59865,99.0,8,8,0
0.1681709,0.6705602,4006,6897,37.89672,0.7558736,0.1384137,-0.03228704,0.1345953,7.285139,-0.997156,6.31584,99.0,8,1,0
0.8550328,1.160145,4653,7843,40.16662,0.9087846,0.09618701,0.04100739,0.08700767,8.263915,-10.5303,3.54796,99.0,8,5,0
0.2870871,1.022006,3915,7757,123.812,1.026034,0.1232753,0.121801,0.01900787,3.026839,-3.50249,-2.64568,99.0,8,6,0
0.2348265,0.1084083,7591,7632,0.9130488,0.02514345,0.02847933,0.002502636,0.02836916,10.05822,-8.91606,2.01441,99.0,8,8,0
0.2999919,0.1136017,5840,7793,16.16436,0.1992362,0.215353,0.1896638,0.1020027,4.501941,-6.62901,-1.6374,99.0,8,3,0
0.3444618,0.03004791,6443,7871,5.616907,0.08300453,0.3391994,0.1424631,0.3078319,5.397527,-7.64918,1.87749,99.0,8,8,0
0.3712735,0.7322021,6008,7450,20.4021,0.4383497,0.07351185,0.06163393,0.04006557,7.847585,-6.9953,0.031922,99.0,8,4,0
0.2665598,0.1868295,3900,7640,14.95399,0.436965,0.2871897,0.2661865,0.1078085,10.67283,-12.8151,-1.97753,99.0,8,1,0
0.2264563,0.09359564,6475,7622,8.943566,0.1331148,0.1746378,-0.1614945,-0.06646731,5.436331,-3.84683,-1.96632,99.0,8,8,0
0.2438214,0.0923076,6454,7656,5.241723,0.1351888,0.1798336,0.1327229,0.1213456,9.420128,-10.0446,-1.17045,99.0,8,6,0
0.3464472,1.044302,4591,7496,49.11411,0.8473504,0.09963326,0.06491453,0.07558367,6.301545,-7.98092,1.39405,99.0,8,1,0
0.1908018,0.6345616,4405,7299,43.29699,0.6820254,0.1319758,0.1280006,0.03214756,5.753512,-7.72999,-1.80704,99.0,8,1,0
0.3790251,0.5208715,7021,7907,23.80397,0.2603039,0.06136456,-0.01014559,-0.06052005,3.994123,-3.7156,-1.78892,99.0,8,8,0
0.2534917,0.508068,2027,7680,75.21927,1.225814,0.2962582,0.2962493,-0.002302102,5.952313,-5.94718,-2.42578,99.0,8,6,0
0.3286485,0.05638362,4637,7834,14.90079,0.2010125,0.4377616,-0.1163342,0.4220208,4.927243,-6.40245,5.42035,99.0,8,6,0
0.2870871,0.1040283,7745,7758,0.5909412,0.01332172,0.01572448,-0.004837813,0.01496178,8.233914,-2.50397,4.1894,99.0,8,8,0
0.4169149,0.09084933,7384,7957,10.05054,0.08492585,0.1147852,-0.09741575,0.06071082,3.086317,-7.83139,-0.929881,99.0,8,8,0
0.6499858,1.047067,7783,7967,5.740963,0.1590084,0.01864717,0.0137108,0.01263847,10.11639,-10.5024,4.7026,99.0,8,8,0
0.4177588,0.2346121,6274,7836,10.98316,0.2463477,0.1289335,-0.09438551,0.08783627,8.192409,-3.24016,0.595009,99.0,8,8,0
0.09905813,0.07855291,6073,6471,7.590836,0.08046496,0.1257801,0.09360975,0.08401107,3.871751,-6.39956,-1.39757,99.0,8,5,0
1.132556,1.25678,5394,7981,40.32796,0.784382,0.07663657,0.07058165,0.02985621,7.104141,-6.3903,0.495524,99.0,8,4,0
0.1768474,0.08161584,6679,7403,7.176356,0.09865714,0.14843,-0.1281933,-0.07481936,5.021284,-5.59709,-0.42412,99.0,3,8,0
0.2750706,0.2946997,3973,7743,42.77129,0.5423305,0.2259706,0.2130648,0.07527349,4.631289,-7.15938,-2.13248,99.0,8,2,0
0.2534917,0.1969873,7216,7682,5.137937,0.1162279,0.07245026,0.01029748,0.07171473,8.26251,-6.63522,3.30274,99.0,8,8,0
0.3612689,0.6492322,1662,7895,130.1069,1.584998,0.2997757,0.002899624,-0.2997616,4.449578,-4.43334,-2.22686,99.0,8,4,0
0.2999919,0.04404194,6747,7775,6.704224,0.08383708,0.2337423,-0.227164,0.05506343,4.567492,-4.08087,5.12932,99.0,8,8,0
0.2999919,0.06990201,4599,7798,9.374484,0.2253568,0.3958664,0.1776477,0.3537675,8.780385,-11.3873,4.54215,99.0,8,6,0
0.5199517,0.6842953,7420,7970,13.3697,0.2276308,0.04084653,-0.04043147,0.005808191,6.218701,-2.22468,4.52696,99.0,8,8,0
0.3790251,0.02210044,7817,7906,0.8421394,0.01612848,0.08961072,0.08918423,0.00873234,6.995191,-11.5363,-3.75803,99.0,8,8,0
0.2186629,0.03805654,6908,7593,2.90189,0.06363753,0.2053296,0.1493276,0.1409308,8.009818,-7.87374,-1.49952,99.0,8,6,0
0.397631,0.1913967,6511,7943,22.51765,0.2077556,0.1332864,0.05997741,-0.1190294,3.369922,-6.69868,-6.1184,99.0,8,8,0
0.327822,0.6380969,7573,7753,4.663356,0.1260411,0.02425455,0.02419947,0.001633564,9.871972,-8.70842,-5.67453,99.0,8,8,0
0.3790251,0.6909748,7838,7916,5.544542,0.08376144,0.01488502,-0.012298,-0.008385892,5.517835,-3.57501,0.165287,99.0,8,8,0
0.397631,0.01022636,7454,7930,2.590722,0.02589312,0.3109072,0.1483443,-0.2732347,3.650511,-3.65569,-0.219808,99.0,8,8,0
0.1500457,0.03513124,5131,7242,4.009066,0.1274909,0.4456083,0.3379757,0.2904121,11.61519,-9.07765,1.02993,99.0,8,8,0
0.2870871,0.283027,7421,7758,5.5123,0.1160536,0.05034988,0.0009845357,-0.05034025,7.689818,-1.01379,-4.45276,99.0,8,8,0
0.2114011,0.1419364,5622,7553,12.21126,0.2292853,0.1983581,0.1008645,0.170799,6.858137,-8.30196,1.4685,99.0,8,6,0
0.397631,0.5365355,7604,7935,8.337905,0.1547526,0.03541661,-0.01720597,-0.03095627,6.779086,-1.79519,-2.76007,99.0,8,8,0
0.2046288,0.02467483,3308,7542,6.872179,0.1846555,0.9189158,0.7188027,0.572476,9.814272,-10.3806,2.43381,99.0,8,5,0
0.08641602,0.6636599,5203,6004,60.19446,0.3724534,0.06891186,-0.003767315,-0.06880881,2.259986,-3.73378,-1.38044,99.0,4,6,0
0.3444618,0.5511495,7781,7871,8.235182,0.08115792,0.01808127,0.01196539,-0.01355588,3.599548,-9.03003,-3.36881,99.0,8,8,0
0.1680135,0.06259314,7032,7362,3.345164,0.0570447,0.1119067,-0.02132821,0.1098554,6.228567,-2.47761,3.80541,99.0,8,8,0
0.1768474,0.3350026,3421,7417,67.20744,0.6555506,0.2402844,0.2363825,0.04312666,3.562699,-4.65642,-0.916182,99.0,8,2,0
0.1768474,0.09510556,4717,7405,13.46413,0.2441303,0.3151979,0.1187741,0.2919631,6.622679,-5.34204,2.07813,99.0,8,6,0
0.14145,0.5076311,3461,7167,61.40406,0.7859497,0.190114,0.1897296,0.01208285,4.675067,-6.22861,-1.67824,99.0,8,7,0
0.3444618,0.09050857,7087,7854,5.204528,0.1008226,0.1367841,-0.04232135,0.1300723,7.075657,-2.98249,3.58467,99.0,8,6,0
0.3790251,0.08841951,7867,7907,0.4712179,0.02143505,0.0297676,-0.007586309,-0.02878469,16.61471,1.44257,-8.88283,99.0,8,8,0
0.2186629,0.13885,5947,7595,17.24606,0.2031191,0.1796274,0.1794781,-0.007321804,4.301809,-5.65902,-2.45491,99.0,8,5,0
0.2114011,0.06505702,5076,7573,41.52831,0.1855287,0.3501745,-0.3088117,0.1650985,1.631763,-1.56783,0.984787,99.0,8,4,0
0.1222208,0.7976075,6192,6937,33.64203,0.3355552,0.05165857,-0.006809068,-0.05120785,3.643108,0.548044,-0.699334,99.0,8,6,0
0.3357088,0.1605666,3998,7823,13.96488,0.3998633,0.3057905,0.3057887,-0.001055677,10.45839,-11.195,-5.07275,99.0,8,5,0
0.106938,0.1502484,5295,6666,18.87888,0.2179742,0.1781405,-0.0603995,-0.1675886,4.21715,-0.385583,0.699266,99.0,8,6,0
0.397631,0.04371436,6413,7948,4.596595,0.1035434,0.2908478,0.2829362,0.06737623,8.22766,-9.68584,-0.307767,99.0,8,6,0
0.3612689,0.1695536,7661,7893,3.756638,0.07287776,0.05277833,0.03828821,0.03632582,7.085752,-7.5581,4.17048,99.0,8,8,0
0.1037438,0.6507396,1227,6589,72.97444,1.874964,0.3537963,0.3352321,0.1130986,9.384528,-9.53075,-7.21517,99.0,8,6,0
0.397631,0.7063816,7562,7947,15.43792,0.1919944,0.03337464,0.03145679,0.01115067,4.542448,-10.9241,-1.85337,99.0,8,8,0
0.3138328,0.1044509,7763,7805,0.8359867,0.02425769,0.02851707,-0.01195292,-0.02589113,10.5984,3.34736,0.401698,99.0,8,8,0
0.3286485,0.4288439,5808,7845,33.27284,0.3952245,0.113165,-0.08937018,0.06942113,4.338546,-2.83618,3.86797,99.0,8,2,0
0.1470244,0.1014062,6805,7215,7.367259,0.08298438,0.1004846,0.08506352,-0.05349165,4.114155,-4.61248,-3.75594,99.0,8,1,0
0.2638901,0.08541421,7304,7712,1.692813,0.07099265,0.1020589,-0.101355,-0.01196571,15.31773,3.5869,3.71423,99.0,8,8,0
0.3138328,0.0146521,1418,7808,23.56766,0.2624442,2.199402,1.804091,1.258024,4.067342,-12.8429,1.60356,99.0,8,4,0
0.2638901,0.05833093,6966,7712,5.498945,0.08119726,0.1709268,0.08692422,0.1471738,5.393271,-6.98535,3.23677,99.0,8,8,0
0.1566162,0.1846614,6842,7285,7.482541,0.1155107,0.07680924,0.03145805,-0.07007175,5.638494,-2.88218,-6.54625,99.0,8,8,0
0.3286485,0.2705281,7138,7825,20.50319,0.164603,0.07471243,0.07431171,0.007727634,2.932286,-8.3059,-0.633054,99.0,8,8,0
0.553314,0.8677342,7298,7690,7.042508,0.2222333,0.03144778,0.007798711,0.03046544,11.52583,-12.4697,6.36411,99.0,8,6,0
0.1680135,0.2004727,6563,7363,8.33336,0.1643614,0.1006728,0.1002832,0.008848074,7.203935,-8.34628,-1.59478,99.0,8,8,0
0.3836282,0.4206277,3315,7827,32.77352,0.7717645,0.2252965,0.2169164,0.06087548,8.601059,-7.67434,-1.95874,99.0,8,3,0
0.2870871,0.6272769,7448,7764,16.93045,0.1670873,0.03270783,-0.008348023,-0.03162456,3.604668,-3.35035,-0.345243,99.0,8,8,0
0.2870871,0.08016094,6521,7756,4.179017,0.1262276,0.1933567,0.1443577,0.1286377,11.03241,-11.2536,-1.25862,99.0,8,7,0
0.08700221,0.2415357,4954,6029,11.26908,0.2660578,0.1352577,0.09067693,0.1003611,8.623384,-10.0515,2.01846,99.0,8,6,0
0.2534917,0.3232913,6692,7688,15.53148,0.2257703,0.08575124,0.06330423,0.05784332,5.309384,-8.18013,1.88364,99.0,8,6,0
0.3138328,0.5785886,7713,7813,5.695635,0.08873964,0.01883282,0.01647173,-0.009130026,5.6907,-10.5043,-5.10202,99.0,8,8,0
0.5549942,0.1483125,5583,7960,8.841157,0.2542087,0.2104651,0.2083377,0.02984889,10.50199,-9.34967,0.457508,99.0,8,6,0
0.3138328,0.2516103,4299,7805,35.86845,0.4627468,0.2258305,0.2183082,0.05780088,4.712171,-5.89448,-1.64343,99.0,8,5,0
0.2438214,0.09565934,7521,7671,1.826365,0.04498296,0.05774152,-0.007058473,0.05730848,8.996025,-10.9497,4.12178,99.0,8,8,0
0.4366578,0.3333848,7713,7990,5.432718,0.1105589,0.04072072,-0.02550115,-0.03174694,7.433042,-1.40324,0.0310677,99.0,8,8,0
0.1639867,0.6848636,7110,7345,15.48136,0.1584385,0.02840693,-0.02803166,0.004602144,3.738023,-2.67918,3.18469,99.0,8,8,0
0.4366578,0.09363797,4061,7998,12.27207,0.3040284,0.3986849,0.3462627,0.1976153,9.048709,-5.89563,0.611255,99.0,8,6,0
0.2348265,0.1085899,6607,7647,11.51928,0.1349078,0.1525511,0.1503696,0.02570683,4.277619,-9.66415,3.32117,99.0,8,8,0
0.5226842,0.2525515,6218,7994,13.86778,0.271035,0.131778,-0.1169913,0.06065056,7.138525,1.68438,4.19854,99.0,8,6,0
0.3286485,0.06024219,2999,7831,21.80764,0.317683,0.6475314,0.5796382,0.2886458,5.320784,-4.74399,-0.863417,99.0,8,1,0
0.1130785,0.1186046,5087,6787,22.53683,0.2181187,0.2258183,0.2252487,0.01602924,3.535007,-4.17895,-1.61549,99.0,8,2,0
0.4823558,0.1852966,4695,7896,12.57062,0.3609231,0.2391745,0.06039071,0.2314247,10.48692,-9.46683,7.17213,99.0,8,0,0
0.3612689,0.5636799,7687,7888,10.57964,0.1235169,0.02690676,-0.007181894,-0.02593056,4.26428,-0.404683,0.291023,99.0,8,8,0
0.2114011,0.2225225,7360,7561,3.537519,0.08091117,0.044648,0.04116962,0.01727736,8.354104,-8.72125,2.23271,99.0,8,8,0
0.186874,0.4265139,4272,7471,50.20736,0.590133,0.1698964,0.1247471,0.1153385,4.293117,-7.00504,0.336085,99.0,8,5,0
0.2361606,0.5634703,6914,7502,12.20337,0.2280652,0.04969991,0.04893188,-0.008703589,6.826048,-9.18249,-3.91858,99.0,8,8,0
0.2304584,0.8082336,2934,7396,50.9038,1.163402,0.1767503,0.02950948,0.1742696,8.347753,-5.03184,6.19181,99.0,8,0,0
0.1144521,0.4312684,1475,6820,83.65951,1.366108,0.3889599,0.3649662,0.134497,5.964305,-6.58701,0.611772,99.0,8,4,0
0.3286485,0.1886707,3483,7835,37.12769,0.4949892,0.3221506,0.3121989,-0.07945346,4.869541,-5.84984,-3.49544,99.0,8,2,0
0.1722933,0.08445477,6910,7391,4.66755,0.08041629,0.1169196,0.1046741,0.05209161,6.292819,-8.5571,0.00974322,99.0,8,6,0
0.3138328,0.8792025,7262,7814,21.55609,0.2637613,0.03683747,-0.004915322,-0.03650806,4.469216,-0.751357,-2.72239,99.0,8,8,0
0.2186629,0.3345502,6933,7600,14.6213,0.1857103,0.06816201,0.06403602,-0.02335484,4.63917,-8.57695,-1.27344,99.0,8,5,0
0.2534917,0.09127864,3901,7682,11.87157,0.3062648,0.4119984,0.1804065,0.3704,9.422783,-11.5288,-0.778572,99.0,8,6,0
0.6782088,0.4952075,7386,7962,7.737255,0.1986829,0.04926526,0.04882799,0.006549298,9.379156,-12.0826,1.52924,99.0,8,8,0
0.3612689,0.3057549,7716,7880,7.71068,0.08182958,0.03286279,0.02573571,0.02043615,3.876215,-7.17185,3.25151,99.0,8,4,0
0.3138328,0.07350591,6112,7813,4.840187,0.1460423,0.243963,0.2282,0.08627101,11.02064,-13.0747,-2.80346,99.0,8,2,0
0.2638901,0.1624981,7604,7720,4.028684,0.0510023,0.03853977,-0.001952308,-0.03849029,4.623989,-2.70277,-5.74354,99.0,8,8,0
0.2046288,0.6446576,1815,7533,172.9716,1.481536,0.2821959,0.2652523,0.0963105,3.128439,-6.13708,-1.03272,99.0,8,3,0
0.2638901,0.2699757,7267,7704,6.400785,0.1310648,0.05961133,0.05006733,-0.03235387,7.478989,-6.44776,-1.7795,99.0,8,6,0
0.1470244,0.2427407,7088,7208,4.566987,0.06802597,0.03441119,-0.03330592,0.00865134,5.440455,-7.21931,2.41277,99.0,8,8,0
0.2638901,0.2035781,7412,7711,14.37487,0.09309679,0.05615278,-0.04976437,0.02601235,2.36549,-4.12144,2.45486,99.0,8,8,0
0.08416198,0.3536744,2137,5919,31.86597,0.9281293,0.3222348,0.3055227,0.1024263,10.63828,-8.54701,-2.52561,99.0,8,2,0
0.06459782,0.3984162,4303,4843,28.26571,0.2899296,0.0893559,0.04119208,0.07929494,3.746476,-4.37191,1.8554,99.0,5,2,0
0.4366578,0.1220805,2365,7978,48.16925,0.5437626,0.5469287,-0.1910236,-0.5124852,4.123155,-3.26326,1.81948,99.0,8,6,0
0.09576928,0.4725827,3850,6364,55.04508,0.6284395,0.1632876,-0.1531588,-0.05661482,4.169992,1.5949,0.970556,99.0,6,6,0
0.144163,0.9297745,6767,7199,18.02585,0.2589343,0.03419634,-0.03417393,-0.0012378,5.246674,-4.95114,-1.29559,99.0,8,8,0
0.7825274,0.5921892,6796,7928,13.90122,0.318382,0.06601697,0.03804896,0.05394921,8.365385,-13.0573,-0.216527,99.0,8,8,0
0.3612689,0.1280036,7521,7894,4.425986,0.08093905,0.07764318,0.07048026,0.03257295,6.679412,-10.5422,-1.4763,99.0,8,8,0
0.2234244,0.5602517,6553,7144,8.984069,0.2400051,0.05260232,0.03150483,0.04212421,9.757481,-9.76664,1.20987,99.0,8,8,0
0.3201731,0.8758749,6997,7378,8.107136,0.2294635,0.03216912,-0.02368046,0.02177356,10.338,-2.58444,3.80525,99.0,8,8,0
0.3138328,0.4598344,4736,7807,57.1216,0.5576951,0.1489234,-0.01949983,-0.1476412,3.566044,1.02417,-3.71656,99.0,8,5,0
0.3138328,0.6628155,7653,7818,5.35587,0.1221934,0.0226372,-0.005883369,0.0218593,8.333127,-7.08749,2.39862,99.0,8,8,0
0.3612689,0.1493925,7815,7900,1.544009,0.04084043,0.03356828,-0.02978121,0.01548901,9.661195,-2.38295,4.97688,99.0,8,8,0
0.2870871,0.1343647,4918,7753,15.00512,0.2852357,0.2606672,0.229982,0.1227016,6.943121,-5.28554,-1.22843,99.0,8,4,0
0.2264563,0.1920525,6417,7605,16.61802,0.1951083,0.1247451,-0.01251015,-0.1241162,4.288315,-4.05959,-2.58159,99.0,8,8,0
0.3612689,0.258646,2395,7898,60.7865,0.782708,0.371588,0.3240004,0.1819378,4.703086,-6.57148,-1.04267,99.0,8,2,0
0.9827734,0.6147117,6722,7966,13.02265,0.3409467,0.06810557,0.02319261,0.06403492,9.56263,-10.6955,3.80196,99.0,8,8,0
0.286411,0.9931716,6955,7734,31.78305,0.3421441,0.04230117,-0.03793253,0.01872197,3.931912,-2.94945,-0.152375,99.0,8,8,0
0.1983071,0.1774132,7428,7512,31.77533,0.04678774,0.03238275,0.02489958,-0.02070395,0.537814,-10.3025,0.25716,99.0,8,8,0
0.2870871,0.09582183,5583,7755,8.942769,0.1978597,0.2535482,-0.1451302,0.2079036,8.081194,-1.94579,5.55273,99.0,8,6,0
0.1869559,1.233323,4768,6435,38.08593,0.7387295,0.0735489,0.05586705,0.04783632,7.08453,-5.94993,1.93636,99.0,8,3,0
0.4169149,0.4612425,3292,7951,48.74296,0.8177335,0.2176958,0.1891153,-0.107828,6.127595,-6.1362,-5.2724,99.0,8,4,0
0.08416198,2.135548,2511,5915,314.1216,1.996623,0.1148033,0.08913776,-0.0723482,2.321606,-1.86415,-2.6319,99.0,8,1,0
0.6082918,0.8045044,5595,7935,41.29231,0.5876086,0.08968654,0.05890408,0.06763125,5.197676,-6.29706,1.44897,99.0,8,1,0
0.2438214,0.07839379,7016,7662,5.993355,0.08758741,0.1371916,0.130186,0.04327982,5.337795,-7.53323,1.30333,99.0,8,8,0
0.4169149,0.1902966,7852,7953,10.17291,0.05013601,0.03235089,0.0308805,-0.009642361,1.800092,-5.71458,-1.59762,99.0,8,8,0
0.2638901,0.06854542,6794,7707,5.935096,0.09866768,0.1767519,-0.1378657,-0.1106087,6.072079,-2.70604,-2.17265,99.0,8,8,0
0.1722933,0.118702,7292,7398,2.093219,0.04355979,0.04506041,-0.04382928,-0.01046111,7.600834,-2.02286,-0.17749,99.0,1,8,0
0.1923998,0.5043606,3261,7488,81.3401,0.8431129,0.2052637,0.2046138,-0.01632093,3.785918,-2.61402,-2.16014,99.0,6,4,0
0.4707519,0.3763632,5138,7609,14.37754,0.4401505,0.1436024,0.1409433,-0.02750705,11.18168,-13.0274,-7.17031,99.0,8,6,0
0.1292519,0.8329303,5714,6264,14.28484,0.3228994,0.04760211,0.04375338,0.01875107,8.256237,-11.5339,-1.00789,99.0,8,4,0
0.3612689,0.1488699,6445,7889,29.26246,0.1855794,0.1530701,0.1250431,-0.0882876,2.316377,-2.34155,-1.40493,99.0,8,4,0
0.4169149,0.35029,7629,7954,8.373686,0.1236713,0.04335195,0.0009654082,0.0433412,5.394391,-5.88939,1.0426,99.0,8,8,0
0.397631,0.1017957,6908,7944,21.42547,0.1250866,0.150886,-0.1168572,-0.09545142,2.13241,-2.21885,-1.38221,99.0,8,8,0
0.3138328,0.1041052,5811,7825,34.15105,0.1937443,0.2285199,0.1753176,-0.146578,2.072121,-8.68023,0.979099,99.0,8,8,0
0.1364263,0.4558983,2799,7108,69.72499,0.89667,0.2415084,0.1848488,0.155426,4.69715,-7.09489,1.45474,99.0,8,5,0
0.2999919,0.03075046,2685,7786,26.32963,0.2471834,0.9870413,-0.9868079,-0.021464,3.428979,-0.177482,-0.1497,99.0,8,6,0
0.06623741,0.4726475,4630,4932,9.812229,0.2258148,0.05866547,-0.001274991,-0.05865162,8.40572,-1.7102,-4.02994,99.0,6,7,0
0.1532385,0.6416595,3735,7260,93.14349,0.8242703,0.1577366,0.09980763,0.1221445,3.232268,-3.606,0.841819,99.0,6,0,0
0.05101852,0.07562675,707,4012,35.44582,0.8470635,1.375334,-0.9928839,0.9516955,8.728531,-2.25482,-2.45926,99.0,5,6,0
0.3675105,0.8555992,7582,7783,6.530804,0.154331,0.0221488,0.01354108,0.01752737,8.631308,-5.51545,4.50648,99.0,8,8,0
0.2348265,0.06782207,4089,7645,32.67603,0.2507007,0.4538915,0.3231566,-0.3187277,2.802312,-4.80758,-3.06145,99.0,8,4,0
0.1768474,0.5784459,2292,7401,53.98801,1.190954,0.2528132,0.2499529,-0.03792233,8.057271,-6.14594,-3.27103,99.0,8,5,0
0.1566162,0.3879033,2726,7283,37.98387,0.8514216,0.2695186,0.2071167,0.1724615,8.187205,-7.42422,0.888026,99.0,8,3,0
0.3286485,0.4061566,6938,7843,23.83319,0.2345893,0.0709222,0.01026449,0.07017549,3.595143,-6.63045,0.348592,99.0,8,8,0
0.1171097,0.7088734,5827,6424,15.19573,0.3034849,0.05256976,0.05255756,-0.001132386,7.294672,-8.62746,-1.82416,99.0,8,5,0
0.3708225,0.3922346,5196,7352,12.89091,0.4246829,0.1329494,0.09401275,0.09400608,12.03293,-8.1381,-0.150332,99.0,8,7,0
0.9186268,0.9693521,5838,7817,23.2952,0.5850818,0.0741144,0.06169208,0.04107348,9.173612,-10.4441,0.0939589,99.0,8,1,0
0.5754919,0.405383,6994,7723,5.835912,0.2109943,0.06391056,0.02057683,0.06050747,13.20542,-11.1708,8.03606,99.0,8,8,0
0.3001643,0.3518476,7300,7760,6.931089,0.1525434,0.05323612,0.009981763,-0.05229196,8.038632,-3.51854,-5.93745,99.0,8,8,0
0.4169149,0.2170106,6634,7971,18.17782,0.2113816,0.1196062,-0.01734657,0.1183417,4.247327,-9.42388,-0.912256,99.0,8,8,0
0.2778596,0.9391294,6288,7453,29.53561,0.435937,0.05699882,0.05077676,0.02589567,5.390984,-7.42588,-1.21944,99.0,8,8,0
0.3595818,0.3591562,6018,7667,14.99969,0.3233039,0.1105338,0.04950414,0.09882844,7.872615,-9.51264,1.47502,99.0,8,8,0
0.628599,0.6112939,7700,7980,5.466874,0.1507148,0.03027425,0.02462055,0.01761701,10.06948,-11.4923,2.17668,99.0,8,8,0
0.4169149,0.7748667,7252,7955,30.31537,0.2773431,0.0439499,0.03883334,0.02058071,3.341524,-6.14788,2.38836,99.0,8,8,0
0.04340928,0.2820003,1185,3551,66.07347,1.136306,0.4947811,-0.2163815,0.4449577,6.281426,1.57046,2.70807,99.0,5,4,0
0.08308311,0.02278807,5511,5866,6.23931,0.0451332,0.2431959,-0.236497,0.05668682,2.642103,-0.844728,2.41943,99.0,6,7,0
