wtj,M_L,D_L,D_S,tE,thetaE,piE,piEN,piEE,mu_rel,muSl,muSb,i_L,iS,iL,fREM
0.08816977,1.030993,3204,5740,63.42521,1.076104,0.128164,0.05344477,0.1164889,6.197012,-2.74019,2.00741,99.0,6,5,0
0.1532385,0.9921146,2267,7254,97.69193,1.565325,0.193736,-0.06954942,0.1808218,5.852428,-1.83131,2.61963,99.0,8,5,0
0.6864714,0.4465871,4669,7850,19.25078,0.5618146,0.1544737,0.1362279,0.0728291,10.65945,-11.5403,-3.59021,99.0,8,5,0
0.1388743,0.1366531,6911,7145,39.83304,0.07258425,0.06522145,-0.06237146,0.01906931,0.665563,-4.53669,-0.902432,99.0,8,8,0
0.1470244,0.1133922,5566,7203,10.57967,0.1942016,0.210299,0.182576,0.1043633,6.704569,-9.4594,0.086274,99.0,8,6,0
0.3138328,0.1195173,5117,7807,12.07524,0.2560015,0.2630143,0.2610471,-0.03210808,7.743495,-8.02399,-4.40022,99.0,8,4,0
0.1500457,0.4637871,7075,7238,6.504764,0.1096925,0.02904194,0.02757539,0.00911221,6.159358,-6.84814,0.121704,99.0,8,8,0
0.1470244,0.4262872,6805,7211,15.41201,0.1696011,0.04885331,0.03673318,-0.03220745,4.019386,-5.81226,-3.80744,99.0,8,8,0
0.2438214,0.0616301,7649,7673,0.6408809,0.01455617,0.02900159,-0.007595101,-0.0279894,8.295833,-2.94214,-3.65566,99.0,8,8,0
0.3790251,0.5701707,7572,7919,34.81266,0.1637203,0.03525861,-0.03168633,-0.01546435,1.717733,0.932826,-1.02064,99.0,8,8,0
0.1470244,0.02981382,4265,7220,8.194793,0.1526563,0.6287308,0.153312,0.6097522,6.804043,-7.83725,-0.127107,99.0,8,7,0
0.3615128,0.1485586,3131,7718,9.60416,0.4791844,0.3960704,0.3177469,0.2364501,18.22357,-17.8579,1.94889,99.0,8,1,0
0.397631,0.004111305,7833,7944,0.3067933,0.007748358,0.2314182,-0.1512119,0.1751838,9.224739,-6.60776,5.3675,99.0,8,8,0
0.2999919,0.09766283,902,7782,25.10824,0.883143,1.110374,1.007833,0.4660509,12.8471,-10.9057,-1.63355,99.0,8,0,0
0.4612661,0.2962828,4860,7866,19.55776,0.4355446,0.1805069,0.01338591,0.1800099,8.133991,-7.35175,6.38441,99.0,8,5,0
0.3612689,0.2459548,7707,7899,2.531495,0.0793959,0.03963787,-0.01233392,0.03767008,11.45542,-5.08096,4.1457,99.0,8,8,0
0.5051459,0.6203974,7658,7978,7.841539,0.1627019,0.03220255,-0.00595628,-0.03164691,7.578471,-3.95935,-2.62445,99.0,8,8,0
0.2523912,0.5117068,6557,7591,18.84983,0.2942647,0.07061297,-0.05978847,0.03757034,5.701918,-4.40183,6.84653,99.0,8,8,0
0.1037438,0.5166923,2418,6588,143.228,1.049456,0.2494019,0.2488819,-0.01609648,2.676249,-4.2029,-0.958047,99.0,8,2,0
0.09736898,0.0946558,2393,6415,64.50593,0.4493595,0.5829271,-0.5575323,0.1701818,2.544395,-3.17562,-0.235541,99.0,6,6,0
0.2114011,0.3716143,6413,7558,22.66894,0.2673361,0.08833497,0.08472143,0.02500693,4.307414,-8.3119,2.41464,99.0,8,6,0
0.1388743,0.05790309,5750,7139,4.839221,0.1263247,0.2678885,0.2353795,-0.1279091,9.53461,-6.90352,-1.59942,99.0,8,8,0
0.2999919,0.4867576,4085,7798,52.13719,0.6798021,0.1714894,0.06309118,0.159462,4.762391,-4.00559,2.10482,99.0,8,1,0
0.2638901,0.07500942,7532,7704,2.130761,0.04259121,0.06972232,-0.06327973,-0.02927246,7.300885,-5.83319,2.71475,99.0,8,8,0
0.3612689,0.7898184,7618,7886,13.35285,0.1693784,0.02633288,-0.002311853,-0.0262312,4.633126,-4.08898,-3.10663,99.0,6,8,0
0.5838965,0.6548442,7377,7906,9.978633,0.2198434,0.04122332,-0.01205848,0.03942024,8.046974,-7.10289,2.90969,99.0,8,8,0
0.07389433,0.1860186,3188,5399,42.86053,0.441128,0.2911896,0.204479,0.2073155,3.759216,-2.67294,3.14679,99.0,5,5,0
0.2186629,0.01466266,2601,7592,7.969909,0.1737127,1.454743,1.448902,0.1302311,7.961017,-7.05204,1.80818,99.0,8,5,0
0.397631,0.5422561,7609,7947,10.53428,0.1572155,0.0356007,-0.02726996,0.02288579,5.451059,-6.21642,2.84826,99.0,6,8,0
0.2114011,0.2090105,6915,7564,10.16324,0.1452825,0.08535185,-0.08358208,0.01729086,5.221214,0.448516,3.57515,99.0,8,8,0
0.5403065,0.7479559,4067,7671,30.6925,0.838867,0.1377161,0.1085552,0.08474369,9.98277,-8.2179,1.288,99.0,8,6,0
0.1364263,0.1299832,5366,7111,11.31174,0.2200487,0.2078735,0.1903397,-0.08355959,7.105256,-4.62512,-3.04714,99.0,8,6,0
0.3444618,0.3350913,7654,7861,7.069409,0.0969961,0.03554338,0.001685315,-0.0355034,5.011427,-4.51154,-3.26651,99.0,8,8,0
0.1639867,0.124281,5800,7341,10.00222,0.1914306,0.1891359,0.07639739,0.1730198,6.990452,-3.72,0.903366,99.0,8,6,0
0.3444618,0.07069241,7468,7860,5.768788,0.06205356,0.1077858,-0.1075183,-0.007589267,3.928912,-2.08454,1.73788,99.0,8,8,0
0.2534917,0.008688843,5452,7678,9.768474,0.06134474,0.8669279,-0.842149,0.2057888,2.293722,-3.14989,2.48687,99.0,8,6,0
0.1923998,0.2696706,5344,7480,30.48006,0.3426143,0.1560053,0.06435083,0.1421149,4.105631,-0.984136,1.1576,99.0,8,8,0
0.1053477,0.7565153,3512,6476,54.90124,0.8959961,0.1454307,-0.07566823,-0.124195,5.960932,-0.875553,-2.03204,99.0,6,5,0
0.1435298,0.569551,5291,6549,19.54129,0.4104082,0.08848118,0.08815537,0.0075862,7.671018,-7.79743,-2.24244,99.0,8,7,0
0.1768474,0.6182664,1441,7406,113.1978,1.677594,0.3331798,-0.3073389,0.1286529,5.413011,1.59302,-3.30496,99.0,8,6,0
0.3790251,0.8699722,7564,7922,15.33566,0.205567,0.02901453,0.02213347,-0.01876039,4.895995,-10.3343,-6.66284,99.0,8,8,0
0.0810061,0.4526713,3454,5768,99.52704,0.6544355,0.1775217,-0.1624442,-0.071595,2.401685,-2.06077,0.704153,99.0,6,5,0
0.3864466,0.3902059,4412,7826,30.40034,0.560614,0.1764159,0.1181146,0.1310401,6.735591,-7.80429,0.91019,99.0,8,2,0
0.1470244,0.05954349,7068,7213,1.832025,0.03714912,0.07660935,-0.05920258,-0.04862146,7.406403,-2.98548,-0.708285,99.0,8,8,0
0.2534917,0.2733252,5202,7696,23.62241,0.3723875,0.167295,0.1506728,-0.07270034,5.757859,-3.31232,-5.254,99.0,8,6,0
0.3444618,0.1710876,6329,7851,18.38153,0.2065645,0.1482534,0.114573,0.09408562,4.104537,-5.09821,0.324215,99.0,6,8,0
0.4607524,0.3507463,7340,7974,8.803418,0.1757747,0.06153623,0.03813282,0.04829694,7.292816,-14.2086,-2.16872,99.0,8,8,0
0.3693827,0.7010839,1622,7825,38.17853,1.670184,0.2925242,0.2925221,-0.001117722,15.97847,-10.3714,-5.63111,99.0,8,6,0
0.2638901,0.2281956,4954,7719,44.75731,0.366634,0.1972846,0.1941962,-0.03477151,2.991983,-4.82178,2.57317,99.0,8,6,0
0.2750706,0.128692,6864,7727,10.30891,0.1305794,0.1245922,0.002790533,-0.1245609,4.626495,0.848397,-1.72425,99.0,8,8,0
0.1566162,0.3609928,5987,7290,29.0677,0.296344,0.1008011,0.08628802,0.05210789,3.723708,-3.26047,-2.59778,99.0,8,6,0
0.3286485,0.05617316,1750,7827,7.006522,0.4505634,0.9849057,0.1787919,0.9685415,23.48787,-8.66216,2.45589,99.0,8,7,0
0.2348265,0.0559463,6313,7645,5.905452,0.1121403,0.2461262,0.1341504,0.2063536,6.935834,-7.42428,0.340762,99.0,8,8,0
0.3191365,0.4292232,7225,7778,9.871337,0.1855447,0.05308026,-0.04560438,0.02716165,6.865353,-0.106223,4.56148,99.0,8,8,0
0.1470244,0.9709713,6533,7212,33.61781,0.3375353,0.04268549,-0.03495057,0.02450528,3.667245,-6.35964,4.0518,99.0,8,8,0
0.2114011,0.09538757,7326,7556,3.238003,0.0567083,0.07299992,0.006810109,-0.07268157,6.396753,-7.04476,-1.84173,99.0,8,8,0
0.06664901,0.2660449,4254,4957,18.26799,0.2688233,0.1240737,-0.1238955,-0.006646794,5.374852,2.44005,1.50753,99.0,6,5,0
0.6741564,0.8025948,7503,7963,10.22839,0.2242156,0.03430339,-0.0226297,0.02578021,8.006611,-3.03442,6.25641,99.0,8,8,0
0.04298187,0.8325153,2462,3547,67.50365,0.9176075,0.1353419,0.1017909,-0.08919665,4.965007,-1.12864,-1.99939,99.0,3,5,0
0.136927,0.7370627,4134,6455,37.7242,0.7225672,0.1203764,0.002895626,0.1203416,6.995978,-7.72339,6.17517,99.0,8,5,0
0.4366578,0.07059514,7786,7978,1.214931,0.04213827,0.07329418,0.0568034,-0.04631857,12.66821,-4.86091,-7.64467,99.0,8,8,0
0.4169149,0.1853406,6108,7974,20.80118,0.2404091,0.1592751,0.1574587,-0.02398548,4.221367,-6.59593,-2.71185,99.0,8,3,0
0.1768474,0.03331497,2780,7419,15.87791,0.2470177,0.9104502,0.8420807,0.3461498,5.682312,-3.91871,0.902575,99.0,8,4,0
0.3138328,0.1352243,5546,7815,31.80962,0.2401145,0.2180375,0.03861301,0.2145912,2.757084,-3.22699,-0.000481336,99.0,8,6,0
0.1189186,0.2358191,2851,6898,66.55171,0.6287145,0.3273725,-0.222233,0.2403856,3.45052,-0.707267,3.1536,99.0,6,2,0
0.2534917,0.09138248,2363,7692,16.10427,0.4670479,0.6275756,0.3054878,0.5482047,10.5928,-8.41069,5.00274,99.0,8,1,0
0.09655855,0.179956,4175,6391,22.53122,0.3488922,0.2380633,0.1826919,-0.1526361,5.655834,-3.61397,-3.28219,99.0,5,6,0
0.397631,0.7864687,7514,7946,20.11265,0.2151683,0.03359421,0.0006767217,0.03358739,3.907502,-7.29015,1.05845,99.0,8,8,0
0.4157008,0.2951651,4497,7779,19.23362,0.4748494,0.1975416,0.07251669,0.1837498,9.01748,-7.31981,5.20247,99.0,8,4,0
0.08101051,0.6190461,3396,4900,24.96038,0.6751977,0.1339293,-0.02317003,0.1319098,9.880295,-6.30283,6.46988,99.0,7,5,0
0.4366578,0.09025066,7823,7977,3.008437,0.04264837,0.0580256,0.04842207,0.031973,5.177878,-10.9602,0.92957,99.0,8,8,0
0.05476305,0.05742893,3316,4233,14.49013,0.174703,0.37354,-0.367758,-0.06546924,4.403707,-3.85289,-1.56639,99.0,3,7,0
0.2438214,0.05593666,5017,7651,12.02977,0.1768237,0.3881608,0.3194432,0.2205104,5.368754,-8.03351,0.764997,99.0,8,7,0
0.1008471,0.7294839,621,6523,66.864,2.941334,0.4951037,-0.4801856,-0.1206211,16.06727,-2.68367,0.115983,99.0,1,6,0
0.2750706,0.1515618,7548,7747,5.594986,0.06478906,0.05249035,0.05000398,-0.01596368,4.229538,-3.79068,-1.41699,99.0,8,8,0
0.3422113,0.5617396,7281,7820,12.30667,0.2081234,0.04549393,-0.0203911,0.04066818,6.176898,-4.24865,4.89929,99.0,8,4,0
0.4788412,0.3384982,5675,7862,18.2949,0.3676049,0.1333498,0.1166073,0.06469092,7.339076,-10.8227,1.82767,99.0,8,8,0
0.2870871,0.04955148,7491,7764,3.690365,0.04348658,0.1077621,0.09586616,-0.04921745,4.304038,-6.68967,0.97217,99.0,8,8,0
1.031481,0.6248699,6268,7995,17.04696,0.4188233,0.08230169,0.08190817,0.008038627,8.973753,-9.25935,-1.73139,99.0,8,6,0
0.2999919,0.02103278,6969,7789,2.83642,0.05086976,0.2969823,-0.0005300363,0.2969818,6.550573,-6.84265,4.89464,99.0,8,8,0
0.2534917,0.03847179,7359,7686,2.28729,0.04259023,0.1359362,-0.04457729,0.1284193,6.801097,-3.71027,4.72053,99.0,8,8,0
0.1017826,0.5172413,5456,6529,47.20071,0.356157,0.08455044,0.03378166,0.07750856,2.756025,-8.34685,-0.68378,99.0,8,6,0
0.2588181,0.3414359,3972,7639,28.11368,0.5797077,0.2084815,0.1927177,0.07952623,7.531502,-9.93994,1.35043,99.0,8,6,0
0.09576928,0.7298069,2544,6369,148.8759,1.184612,0.199313,0.1808307,0.08382096,2.90631,-4.17776,2.06003,99.0,7,6,0
0.3138328,0.07875676,7258,7820,1.961505,0.07967296,0.1242198,-0.00690704,0.1240276,14.83582,-7.57946,7.62015,99.0,8,6,0
0.01708059,0.731223,1190,1921,108.2158,1.3797,0.2316874,-0.1746574,0.1522296,4.656764,-2.93556,2.3197,99.0,6,4,0
0.476171,0.3467903,6994,7989,13.1773,0.2241934,0.07938225,-0.01949713,0.07695066,6.21422,-7.68298,6.19439,99.0,8,8,0
0.8467066,0.5681317,4028,7971,26.52666,0.753831,0.1629268,0.1562371,-0.04620739,10.37962,-10.4931,-7.12241,99.0,8,2,0
0.2870871,0.1730603,5856,7764,13.73718,0.2432368,0.1725836,0.09205283,0.1459842,6.467284,-7.7235,0.878666,99.0,8,6,0
0.1205346,0.4003477,1352,6901,42.43529,1.392814,0.4271923,0.3623252,0.2263046,11.98826,-10.2283,1.44069,99.0,8,5,0
0.2518884,0.4807257,7423,7660,5.088405,0.1277762,0.03263774,0.01994931,0.02583113,9.171881,-11.16,3.86847,99.0,8,3,0
0.3612689,0.2065145,7479,7886,4.028096,0.1077356,0.06405842,0.01972704,0.06094527,9.768988,-8.64202,3.10186,99.0,8,8,0
0.03997653,0.3535439,2892,3359,42.59567,0.3721818,0.1292645,0.02742809,-0.1263211,3.19139,-0.736012,-3.17588,99.0,6,6,0
0.2870871,0.2931977,3162,7753,29.86949,0.6686737,0.2800407,0.2558007,0.1139685,8.176675,-7.05956,-2.79659,99.0,8,4,0
0.5886684,1.088048,7339,7975,21.45384,0.3102152,0.03500923,-0.03472351,-0.004463651,5.281392,0.966977,1.41112,99.0,8,8,0
0.2638901,0.3105377,7432,7717,5.278911,0.112107,0.04432878,-0.00167991,0.04429694,7.756727,-5.67074,3.80955,99.0,8,5,0
0.4169149,0.3744176,6855,7970,18.63728,0.2494592,0.08181082,0.06327545,-0.05185776,4.888856,-3.65425,-3.09469,99.0,8,8,0
1.451986,1.008967,6738,7809,9.593763,0.4090326,0.04977926,0.01926283,0.04590117,15.57253,-11.2549,6.39748,99.0,8,8,0
0.2999919,0.2466419,7534,7786,6.815785,0.09296769,0.04628421,0.04602806,0.004862615,4.98203,-5.7976,-4.21841,99.0,8,8,0
1.031396,0.9922595,6056,7790,18.519,0.5450306,0.06744709,0.06652521,0.01111333,10.74963,-5.8454,-2.36178,99.0,8,6,0
0.4458222,0.8877518,6897,7868,27.78299,0.3596288,0.04974282,-0.04070524,0.02859076,4.727872,-4.45422,-0.419019,99.0,8,8,0
0.3444618,0.7128281,7602,7860,15.20189,0.1582958,0.02726793,-0.005824464,0.02663861,3.803314,-9.17133,6.49664,99.0,8,8,0
0.3042124,0.3436961,2441,7744,24.72387,0.8861404,0.3165888,-0.103697,0.2991244,13.0911,-11.4589,8.29656,99.0,8,6,0
0.8537951,0.9780847,6865,7833,15.20446,0.3787154,0.04754491,0.0008200885,0.04753784,9.097713,-9.31542,2.18227,99.0,8,8,0
0.3444618,0.08947885,7660,7856,1.760349,0.04870819,0.06684196,-0.06637519,0.007885521,10.10633,-4.63311,-0.792615,99.0,8,8,0
0.1722933,0.5179375,1245,7391,100.996,1.678127,0.3978461,0.3458067,-0.1967212,6.068911,-7.59873,-0.174573,99.0,8,5,0
0.4366578,0.454912,7095,7995,19.96493,0.2424987,0.06545603,-0.06347168,0.01599493,4.436413,-3.58466,2.53148,99.0,8,8,0
0.6446375,0.851245,7386,7965,14.06367,0.2611723,0.03767386,0.03296756,-0.01823348,6.782952,-4.82367,-1.85711,99.0,8,8,0
0.1532385,0.1783377,6277,7263,7.276039,0.177173,0.1219893,0.1208958,-0.01629706,8.89391,-8.26802,-2.71395,99.0,8,6,0
0.4264085,0.9614082,7122,7966,33.77934,0.3414119,0.04360521,-0.03965845,-0.01812794,3.691627,-3.83876,-1.24007,99.0,8,8,0
0.1639867,0.3088755,7187,7329,9.021995,0.0823715,0.03274622,0.02260579,0.02369162,3.33476,-9.17259,0.431428,99.0,8,5,0
0.1923998,0.08390138,7273,7491,3.937809,0.05233278,0.07659004,-0.07382859,-0.02038073,4.854108,-2.72541,-0.355637,99.0,8,8,0
0.1130785,1.810426,2382,6776,203.2335,2.003583,0.1358921,0.1101715,0.07955439,3.600827,-3.70574,0.368861,99.0,8,1,0
0.2638901,0.2218431,6585,7715,12.76025,0.2005202,0.110989,0.1073507,-0.02818478,5.739699,-7.16717,-2.7497,99.0,8,8,0
0.1975614,0.7418575,7249,7495,8.187074,0.1654485,0.02738482,-0.02456151,0.01211036,7.381156,-3.32889,3.94073,99.0,8,8,0
0.2068992,0.2773427,6170,7483,13.2864,0.2534204,0.1121999,0.06069823,0.09436383,6.966658,-9.25994,3.026,99.0,8,7,0
0.3138328,0.1827635,6930,7822,8.486331,0.1564262,0.1050964,0.07810151,0.07032356,6.732554,-9.14725,-0.35419,99.0,8,4,0
0.2638901,0.04208998,5819,7710,11.35271,0.1201982,0.3506604,0.1192864,-0.3297476,3.867127,-3.56951,-2.42808,99.0,8,6,0
0.3444618,0.173594,7390,7856,4.670918,0.1065336,0.07535628,0.03282107,0.06783322,8.330568,-10.1311,2.39903,99.0,8,8,0
0.4366578,0.1081109,7370,7986,4.836973,0.09601365,0.1090514,0.0864621,0.06645678,7.250192,-6.65139,-0.601697,99.0,8,8,0
0.2534917,0.1742657,7134,7676,10.76949,0.1185704,0.08354721,-0.06565087,0.05167301,4.021344,-1.98869,4.0326,99.0,8,8,0
0.512362,0.7274299,3421,7626,29.93216,0.977042,0.1649262,0.1610444,0.03557197,11.92245,-12.5761,-3.88683,99.0,8,1,0
0.7114756,0.9652823,7453,7939,11.72647,0.2542462,0.03234206,0.03052978,0.01067434,7.919128,-12.1946,-3.04563,99.0,8,8,0
0.2186629,0.1050711,7324,7598,15.98777,0.06499006,0.07595063,0.02428674,-0.07196286,1.484736,-5.10544,-2.79537,99.0,8,8,0
0.2870871,0.06688904,1755,7754,31.17611,0.489988,0.8994936,0.7922648,0.4259168,5.740553,-6.70126,-2.65918,99.0,8,6,0
0.2638901,0.5811765,7530,7717,17.54897,0.123481,0.02608915,0.01860521,-0.01828906,2.570034,-7.48733,-1.67031,99.0,8,8,0
0.1768474,0.09687228,1787,7402,79.38934,0.5787666,0.7336205,0.7262095,0.1040134,2.662757,-4.59031,-1.58033,99.0,8,1,0
0.3790251,0.4628914,7662,7906,7.106166,0.1233256,0.03271462,-0.03020792,-0.01255899,6.338818,-3.8701,3.21418,99.0,8,8,0
0.2870871,0.04526208,6741,7753,3.540101,0.08449195,0.2292179,0.215971,0.07679419,8.717458,-9.73724,1.39663,99.0,8,6,0
0.3888328,0.6895498,6472,7792,27.74614,0.3832763,0.06825177,0.06238609,0.02768176,5.045447,-5.86366,-1.63545,99.0,8,5,0
0.716205,0.8011139,6813,7949,20.60753,0.369929,0.05670113,0.02046714,0.0528783,6.556661,-6.17223,0.706429,99.0,8,8,0
0.6736786,0.8122117,7743,7992,6.034011,0.1630011,0.02464273,0.006995857,-0.02362884,9.866761,-5.25431,-6.92177,99.0,8,8,0
0.6582654,0.7760589,7610,7970,8.0531,0.1938319,0.03066889,-0.03066545,0.000459482,8.791285,-3.24689,2.60332,99.0,8,8,0
0.3286485,0.9288109,7653,7835,9.751883,0.1515519,0.02003556,-0.01990323,-0.002298973,5.676269,-8.55823,-1.33525,99.0,8,8,0
0.2999919,0.2513565,6878,7792,12.76582,0.1868551,0.09128145,-0.05923021,0.06945564,5.346218,-1.76342,3.17036,99.0,8,6,0
0.05434893,0.7872179,2334,4207,88.09168,1.105877,0.1724961,-0.09327199,0.1451043,4.58524,-1.177,-0.184584,99.0,6,7,0
0.1923998,0.3643181,6449,7477,29.50633,0.2514374,0.0847455,0.05268871,-0.06637545,3.112468,-5.87684,0.50555,99.0,8,8,0
0.2999919,0.443042,5942,7796,31.33806,0.3800107,0.1053218,0.06066003,-0.08609908,4.429084,-4.94375,-3.37213,99.0,8,6,0
0.2348265,0.4440226,7615,7643,1.298544,0.04170474,0.01153315,-0.01147674,-0.001139238,11.73057,-3.82496,2.4907,99.0,8,8,0
0.4183414,0.4435983,7220,7760,7.27329,0.1865185,0.0516297,-0.04012832,0.03248606,9.366585,-2.53338,5.96913,99.0,8,8,0
0.5956292,0.3790797,6135,7688,9.518519,0.3188843,0.1032928,0.07524638,0.0707629,12.23641,-11.6631,-1.07205,99.0,8,6,0
0.3612689,0.06660175,6953,7889,5.21679,0.09622491,0.1774065,0.1747858,0.03038044,6.737121,-10.2888,-0.444903,99.0,8,8,0
0.2186629,0.03024727,5509,7580,4.52894,0.1105197,0.4486638,0.3416602,0.290805,8.913194,-11.5604,-0.549767,99.0,8,6,0
0.2999919,0.1032279,7583,7787,1.320674,0.05391307,0.06413047,0.06096455,0.01990078,14.91038,-14.8062,-1.11472,99.0,8,6,0
0.1816991,0.900315,7185,7444,11.71978,0.1883838,0.02569311,0.01624993,0.01990165,5.871032,-8.07969,1.47267,99.0,8,8,0
0.06459782,0.2529001,3639,4830,19.02508,0.3736263,0.1814078,-0.0683372,-0.1680441,7.173004,2.32478,-1.27497,99.0,5,6,0
0.1037438,0.04666638,2041,6587,22.71239,0.3584939,0.94329,0.2499597,0.9095692,5.765131,-5.03398,3.00103,99.0,8,1,0
0.2750706,0.01672841,4104,7736,4.037818,0.124837,0.9163391,0.4688426,0.7873144,11.29241,-11.2194,1.98091,99.0,8,6,0
0.4169149,0.1283587,7904,7959,2.539522,0.03011822,0.02881187,0.003919344,-0.02854405,4.331791,-6.40312,-4.5395,99.0,8,8,0
0.186874,0.6958748,6611,7461,45.83858,0.3124569,0.0551349,-0.04879903,0.02566149,2.489713,-0.546824,1.26946,99.0,8,2,0
0.4117613,0.08911517,6611,7927,4.495682,0.1350088,0.1860278,0.1017084,-0.1557618,10.96874,-4.8447,-6.71648,99.0,8,8,0
0.3286485,0.03815872,3670,7836,11.43601,0.2121885,0.6828032,-0.02746686,-0.6822505,6.777001,-0.164137,-5.44443,99.0,8,2,0
0.07901927,0.02549949,1351,5659,124.6755,0.3420175,1.646965,1.594912,-0.4107941,1.001977,-0.591685,-1.04429,99.0,3,0,0
0.8356788,0.5797233,6404,7884,14.33707,0.371965,0.07878597,-0.04401601,-0.06534386,9.476147,-0.222853,-7.51583,99.0,8,8,0
0.2114011,0.2960112,6845,7552,10.5713,0.1815447,0.07530831,0.03645093,0.06589895,6.272569,-8.25747,4.07446,99.0,8,6,0
0.2638901,0.08007921,6004,7717,5.804508,0.1553007,0.2381339,-0.2252003,-0.07741194,9.772333,-3.89441,0.525039,99.0,8,8,0
0.2046288,0.1343672,6786,7539,18.2679,0.1269144,0.1159805,-0.08351055,0.08048272,2.537536,-2.34567,-0.499379,99.0,8,8,0
0.4205336,0.2541834,5691,7846,14.77652,0.316049,0.1526774,0.1479336,-0.03776292,7.812183,-6.88963,-5.29171,99.0,8,2,0
0.2999919,0.3364509,3043,7794,47.1855,0.7409077,0.2704021,-0.05508225,0.2647324,5.735163,-8.03972,4.24842,99.0,8,6,0
0.3520529,0.36354,3636,7816,29.99317,0.6598712,0.2228818,0.2014275,-0.0954109,8.035762,-7.32769,-6.39833,99.0,8,1,0
0.2534917,0.1545178,6505,7679,7.829125,0.1719849,0.136672,0.1360212,-0.01332124,8.023565,-8.46175,-2.97404,99.0,8,6,0
0.06998517,0.08750425,3972,5169,71.93701,0.2038729,0.2860869,-0.2651477,0.1074356,1.035136,-0.714464,0.0901117,99.0,1,5,0
0.4169149,0.2442058,7509,7956,5.327743,0.1219798,0.06133374,0.038062,-0.04809481,8.362473,-0.627544,-5.67601,99.0,8,8,0
0.3612689,0.08011879,7831,7890,3.497415,0.02484028,0.0380706,0.00347489,-0.03791168,2.594177,-5.5761,1.6752,99.0,8,8,0
0.1008471,2.572196,5813,6511,96.91575,0.6215676,0.02967235,-0.0165664,0.02461712,2.342525,-1.52739,2.37431,99.0,8,1,0
0.9292405,0.6736535,7279,7907,7.558166,0.2446312,0.04459056,-0.01065959,0.04329771,11.82186,-6.6329,6.05121,99.0,8,8,0
0.3790251,0.05505062,6418,7919,7.683715,0.1150617,0.2566471,0.03705932,0.2539573,5.469528,-3.77303,2.39248,99.0,8,6,0
0.1566162,0.1951286,2050,7292,22.82979,0.7465785,0.4698099,-0.3963167,0.2522984,11.94438,-7.0487,1.34675,99.0,8,7,0
0.4169149,0.3114613,7781,7950,14.6085,0.08342596,0.03289006,-0.01630787,0.02856238,2.085862,-9.24639,0.209386,99.0,8,8,0
0.521344,0.1418095,6559,7930,5.840304,0.1745326,0.1511259,0.1446105,0.04389579,10.91519,-13.4047,0.966151,99.0,8,8,0
0.3444618,0.2846052,7041,7863,42.09736,0.1854606,0.08001594,-0.06553012,0.04591682,1.609115,-1.0905,0.322695,99.0,8,8,0
0.397631,0.1026977,6776,7947,12.20024,0.1348494,0.1612337,-0.1202261,0.1074337,4.037112,-1.90836,2.5589,99.0,8,8,0
0.1222208,0.03574941,4290,6944,27.17337,0.1610567,0.553194,0.2569071,0.4899208,2.164838,-3.33655,0.9215,99.0,8,1,0
0.1639867,0.1026071,6921,7349,6.827774,0.08387796,0.1003779,-0.099866,-0.01012402,4.487029,-4.18912,-0.847265,99.0,8,8,0
0.186874,0.06503423,7347,7454,1.697336,0.03208446,0.06057876,0.05588032,0.02339178,6.90426,-9.55625,-1.39239,99.0,8,6,0
0.353824,0.6463919,6606,7827,29.44343,0.3525347,0.06696895,-0.06027209,-0.029191,4.373244,-4.26719,2.11552,99.0,8,8,0
0.1639867,0.7171494,4957,7332,125.1776,0.6178263,0.1057851,-0.0323595,0.1007142,1.802727,-2.98718,1.76775,99.0,8,4,0
0.3138328,0.05099841,7378,7810,2.059587,0.05579588,0.1343424,-0.102497,-0.08684611,9.894919,1.68682,-2.09818,99.0,8,8,0
0.4595575,0.07244709,3805,7892,5.340881,0.2833827,0.4803082,0.4636035,0.1255697,19.37986,-19.0793,-3.24614,99.0,8,6,0
0.3286485,0.1705567,7575,7843,6.842706,0.07915167,0.05698478,0.05448066,0.01670695,4.224958,-8.92753,-2.67152,99.0,8,8,0
0.3444618,0.2094601,7831,7867,1.569265,0.03135532,0.01838136,-0.00447645,0.01782795,7.298023,-5.91648,1.22755,99.0,8,8,0
0.09655855,0.8329131,2108,6392,102.0805,1.468474,0.2164882,0.1576448,0.1483753,5.254287,-3.35118,1.2411,99.0,4,6,0
0.3286485,0.2528541,3401,7848,23.60255,0.5857822,0.2844682,0.2802622,0.04873658,9.064992,-9.37162,-0.297505,99.0,8,4,0
0.2348265,0.1532882,3793,7649,19.71602,0.407375,0.3263271,0.2961931,0.1369635,7.546844,-11.1238,-0.821775,99.0,8,4,0
0.3444618,0.3257352,7793,7854,1.752464,0.05154748,0.01943168,-0.0178418,-0.007698074,10.74357,-2.5037,3.35341,99.0,8,8,0
0.2870871,0.06905898,7354,7761,5.081198,0.06330916,0.1125677,0.03299268,-0.1076243,4.55083,-5.34462,-5.86682,99.0,8,8,0
0.2438214,0.8989844,1554,7665,127.8015,1.938182,0.2647341,0.2265238,0.1370078,5.539221,-5.1623,1.91859,99.0,8,6,0
0.3286485,0.1434207,7609,7847,3.410051,0.06831724,0.05849059,0.01900044,0.05531847,7.317448,-6.34463,-0.0113312,99.0,8,8,0
0.2638901,0.1445167,7605,7707,1.877588,0.04522725,0.03842816,0.03821027,-0.004086451,8.798124,-8.08826,-4.721,99.0,8,8,0
